title,page_url,sektor,subsektor,jenis_regulasi,nomor_regulasi,tanggal_berlaku,filename,file_url
Waran Terstruktur,https://www.ojk.go.id/id/regulasi/Pages/Waran-Terstruktur.aspx,Pasar Modal,"Bursa Efek,  Peraturan Lainnya",Peraturan OJK,8/POJK.04/2021,19 Maret 2021,Waran-Terstruktur -- summary pojk 8-04-2021.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Waran-Terstruktur/summary%20pojk%208-04-2021.pdf
Kebijakan dalam Menjaga Kinerja dan Stabilitas Pasar Modal Akibat Penyebaran Corona Virus Disease 2019,https://www.ojk.go.id/id/regulasi/Pages/Kebijakan-dalam-Menjaga-Kinerja-dan-Stabilitas-Pasar-Modal-Akibat-Penyebaran-Corona-Virus-Disease-2019.aspx,Pasar Modal,Peraturan Lainnya,Peraturan OJK,7/POJK.04/2021,19 Maret 2021,Kebijakan-dalam-Menjaga-Kinerja-dan-Stabilitas-Pasar-Modal-Akibat-Penyebaran-Corona-Virus-Disease-2019 -- pojk 7-2021.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Kebijakan-dalam-Menjaga-Kinerja-dan-Stabilitas-Pasar-Modal-Akibat-Penyebaran-Corona-Virus-Disease-2019/pojk%207-2021.pdf
Kebijakan dalam Menjaga Kinerja dan Stabilitas Pasar Modal Akibat Penyebaran Corona Virus Disease 2019,https://www.ojk.go.id/id/regulasi/Pages/Kebijakan-dalam-Menjaga-Kinerja-dan-Stabilitas-Pasar-Modal-Akibat-Penyebaran-Corona-Virus-Disease-2019.aspx,Pasar Modal,Peraturan Lainnya,Peraturan OJK,7/POJK.04/2021,19 Maret 2021,Kebijakan-dalam-Menjaga-Kinerja-dan-Stabilitas-Pasar-Modal-Akibat-Penyebaran-Corona-Virus-Disease-2019 -- Summary POJK 7- 04 -2021.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Kebijakan-dalam-Menjaga-Kinerja-dan-Stabilitas-Pasar-Modal-Akibat-Penyebaran-Corona-Virus-Disease-2019/Summary%20POJK%207-%2004%20-2021.pdf
Penerapan Manajemen Risiko bagi Perusahaan Efek yang Melakukan Kegiatan Usaha Sebagai Penjamin Emisi Efek dan Perantara Pedagang Efek yang Merupakan Anggota Bursa Efek,https://www.ojk.go.id/id/regulasi/Pages/Penerapan-Manajemen-Risiko-bagi-Perusahaan-Efek-yang-Melakukan-Kegiatan-Usaha-Sebagai-Penjamin-Emisi-Efek-.aspx,Pasar Modal,Bursa Efek,Peraturan OJK,6/POJK.04/2021,17 Maret 2021,Penerapan-Manajemen-Risiko-bagi-Perusahaan-Efek-yang-Melakukan-Kegiatan-Usaha-Sebagai-Penjamin-Emisi-Efek- -- pojk 6-2021.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Penerapan-Manajemen-Risiko-bagi-Perusahaan-Efek-yang-Melakukan-Kegiatan-Usaha-Sebagai-Penjamin-Emisi-Efek-/pojk%206-2021.pdf
Penerapan Manajemen Risiko bagi Perusahaan Efek yang Melakukan Kegiatan Usaha Sebagai Penjamin Emisi Efek dan Perantara Pedagang Efek yang Merupakan Anggota Bursa Efek,https://www.ojk.go.id/id/regulasi/Pages/Penerapan-Manajemen-Risiko-bagi-Perusahaan-Efek-yang-Melakukan-Kegiatan-Usaha-Sebagai-Penjamin-Emisi-Efek-.aspx,Pasar Modal,Bursa Efek,Peraturan OJK,6/POJK.04/2021,17 Maret 2021,Penerapan-Manajemen-Risiko-bagi-Perusahaan-Efek-yang-Melakukan-Kegiatan-Usaha-Sebagai-Penjamin-Emisi-Efek- -- Summary POJK 6 - 04 - 2021.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Penerapan-Manajemen-Risiko-bagi-Perusahaan-Efek-yang-Melakukan-Kegiatan-Usaha-Sebagai-Penjamin-Emisi-Efek-/Summary%20POJK%206%20-%2004%20-%202021.pdf
Ahli Syariah Pasar Modal,https://www.ojk.go.id/id/regulasi/Pages/Ahli-Syariah-Pasar-Modal.aspx,Pasar Modal,Pasar Modal Syariah,Peraturan OJK,5/POJK.04/2021,17 Maret 2021,Ahli-Syariah-Pasar-Modal -- pojk 5-2021.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Ahli-Syariah-Pasar-Modal/pojk%205-2021.pdf
Ahli Syariah Pasar Modal,https://www.ojk.go.id/id/regulasi/Pages/Ahli-Syariah-Pasar-Modal.aspx,Pasar Modal,Pasar Modal Syariah,Peraturan OJK,5/POJK.04/2021,17 Maret 2021,Ahli-Syariah-Pasar-Modal -- Summary POJK 5 - 04 - 2021.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Ahli-Syariah-Pasar-Modal/Summary%20POJK%205%20-%2004%20-%202021.pdf
Penerapan Manajemen Risiko dalam Penggunaan Teknologi Informasi oleh Lembaga Jasa Keuangan Nonbank,https://www.ojk.go.id/id/regulasi/Pages/Penerapan-Manajemen-Risiko-dalam-Penggunaan-Teknologi-Informasi-oleh-Lembaga-Jasa-Keuangan-Nonbank.aspx,IKNB,Peraturan Lainnya,Peraturan OJK,4/POJK.05/2021,17 Maret 2021,Penerapan-Manajemen-Risiko-dalam-Penggunaan-Teknologi-Informasi-oleh-Lembaga-Jasa-Keuangan-Nonbank -- pojk 4-2021.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Penerapan-Manajemen-Risiko-dalam-Penggunaan-Teknologi-Informasi-oleh-Lembaga-Jasa-Keuangan-Nonbank/pojk%204-2021.pdf
Penerapan Manajemen Risiko dalam Penggunaan Teknologi Informasi oleh Lembaga Jasa Keuangan Nonbank,https://www.ojk.go.id/id/regulasi/Pages/Penerapan-Manajemen-Risiko-dalam-Penggunaan-Teknologi-Informasi-oleh-Lembaga-Jasa-Keuangan-Nonbank.aspx,IKNB,Peraturan Lainnya,Peraturan OJK,4/POJK.05/2021,17 Maret 2021,Penerapan-Manajemen-Risiko-dalam-Penggunaan-Teknologi-Informasi-oleh-Lembaga-Jasa-Keuangan-Nonbank -- SUMMARY POJK 4 - 05 - 2021.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Penerapan-Manajemen-Risiko-dalam-Penggunaan-Teknologi-Informasi-oleh-Lembaga-Jasa-Keuangan-Nonbank/SUMMARY%20POJK%204%20-%2005%20-%202021.pdf
"Bentuk dan Susunan Laporan Berkala Perusahaan Asuransi Syariah, Perusahaan Reasuransi Syariah, dan Unit Syariah","https://www.ojk.go.id/id/regulasi/Pages/Bentuk-dan-Susunan-Laporan-Berkala-Perusahaan-Asuransi-Syariah,-Perusahaan-Reasuransi-Syariah,-dan-Unit-Syariah-.aspx","IKNB,  Syariah","IKNB Syariah,  Asuransi",Surat Edaran OJK,10/SEOJK.05/2021,1 Maret 2021,"Bentuk-dan-Susunan-Laporan-Berkala-Perusahaan-Asuransi-Syariah,-Perusahaan-Reasuransi-Syariah,-dan-Unit-Syariah- -- seojk 10-2021.pdf","https://www.ojk.go.id/id/regulasi/Documents/Pages/Bentuk-dan-Susunan-Laporan-Berkala-Perusahaan-Asuransi-Syariah,-Perusahaan-Reasuransi-Syariah,-dan-Unit-Syariah-/seojk%2010-2021.pdf"
"Bentuk dan Susunan Laporan Berkala Perusahaan Asuransi Syariah, Perusahaan Reasuransi Syariah, dan Unit Syariah","https://www.ojk.go.id/id/regulasi/Pages/Bentuk-dan-Susunan-Laporan-Berkala-Perusahaan-Asuransi-Syariah,-Perusahaan-Reasuransi-Syariah,-dan-Unit-Syariah-.aspx","IKNB,  Syariah","IKNB Syariah,  Asuransi",Surat Edaran OJK,10/SEOJK.05/2021,1 Maret 2021,"Bentuk-dan-Susunan-Laporan-Berkala-Perusahaan-Asuransi-Syariah,-Perusahaan-Reasuransi-Syariah,-dan-Unit-Syariah- -- summary seojk 9 dan seojk 10 - 05 - 2021.pdf","https://www.ojk.go.id/id/regulasi/Documents/Pages/Bentuk-dan-Susunan-Laporan-Berkala-Perusahaan-Asuransi-Syariah,-Perusahaan-Reasuransi-Syariah,-dan-Unit-Syariah-/summary%20seojk%209%20dan%20seojk%2010%20-%2005%20-%202021.pdf"
Bentuk dan Susunan Laporan Berkala Perusahaan Asuransi dan Perusahaan Reasuransi,https://www.ojk.go.id/id/regulasi/Pages/-Bentuk-dan-Susunan-Laporan-Berkala-Perusahaan-Asuransi-dan-Perusahaan-Reasuransi.aspx,IKNB,Asuransi,Surat Edaran OJK,9/SEOJK.05/2021,1 Maret 2021,-Bentuk-dan-Susunan-Laporan-Berkala-Perusahaan-Asuransi-dan-Perusahaan-Reasuransi -- seojk 9-2021.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/-Bentuk-dan-Susunan-Laporan-Berkala-Perusahaan-Asuransi-dan-Perusahaan-Reasuransi/seojk%209-2021.pdf
Bentuk dan Susunan Laporan Berkala Perusahaan Asuransi dan Perusahaan Reasuransi,https://www.ojk.go.id/id/regulasi/Pages/-Bentuk-dan-Susunan-Laporan-Berkala-Perusahaan-Asuransi-dan-Perusahaan-Reasuransi.aspx,IKNB,Asuransi,Surat Edaran OJK,9/SEOJK.05/2021,1 Maret 2021,-Bentuk-dan-Susunan-Laporan-Berkala-Perusahaan-Asuransi-dan-Perusahaan-Reasuransi -- summary seojk 9 dan seojk 10 - 05 - 2021.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/-Bentuk-dan-Susunan-Laporan-Berkala-Perusahaan-Asuransi-dan-Perusahaan-Reasuransi/summary%20seojk%209%20dan%20seojk%2010%20-%2005%20-%202021.pdf
Penyelenggaraan Kegiatan di Bidang Pasar Modal,https://www.ojk.go.id/id/regulasi/Pages/Penyelenggaraan-Kegiatan-di-Bidang-Pasar-Modal.aspx,Pasar Modal,Peraturan Lainnya,Peraturan OJK,3/POJK.04/2021,22 Februari 2021,Penyelenggaraan-Kegiatan-di-Bidang-Pasar-Modal -- pojk 3-4-2021.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Penyelenggaraan-Kegiatan-di-Bidang-Pasar-Modal/pojk%203-4-2021.pdf
Penyelenggaraan Kegiatan di Bidang Pasar Modal,https://www.ojk.go.id/id/regulasi/Pages/Penyelenggaraan-Kegiatan-di-Bidang-Pasar-Modal.aspx,Pasar Modal,Peraturan Lainnya,Peraturan OJK,3/POJK.04/2021,22 Februari 2021,Penyelenggaraan-Kegiatan-di-Bidang-Pasar-Modal -- summary pojk 3-4-2021.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Penyelenggaraan-Kegiatan-di-Bidang-Pasar-Modal/summary%20pojk%203-4-2021.pdf
Perubahan Atas Peraturan Otoritas Jasa Keuangan Nomor 34/POJK.03/2020 tentang Kebijakan bagi Bank Perkreditan Rakyat dan Bank Pembiayaan Rakyat Syariah Sebagai Dampak Penyebaran Coronavirus Disease 2019,https://www.ojk.go.id/id/regulasi/Pages/Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-34-tentang-Kebijakan-bagi-BPR-BPRS-Sebagai-Dampak-Covid-19.aspx,Perbankan,BPR,Peraturan OJK,2/POJK.03/2021,18 Februari 2021,Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-34-tentang-Kebijakan-bagi-BPR-BPRS-Sebagai-Dampak-Covid-19 -- POJK 02 - 03 - 2021.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-34-tentang-Kebijakan-bagi-BPR-BPRS-Sebagai-Dampak-Covid-19/POJK%2002%20-%2003%20-%202021.pdf
Perubahan Atas Peraturan Otoritas Jasa Keuangan Nomor 34/POJK.03/2020 tentang Kebijakan bagi Bank Perkreditan Rakyat dan Bank Pembiayaan Rakyat Syariah Sebagai Dampak Penyebaran Coronavirus Disease 2019,https://www.ojk.go.id/id/regulasi/Pages/Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-34-tentang-Kebijakan-bagi-BPR-BPRS-Sebagai-Dampak-Covid-19.aspx,Perbankan,BPR,Peraturan OJK,2/POJK.03/2021,18 Februari 2021,Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-34-tentang-Kebijakan-bagi-BPR-BPRS-Sebagai-Dampak-Covid-19 -- Summary POJK 02 - 03 - 2021.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-34-tentang-Kebijakan-bagi-BPR-BPRS-Sebagai-Dampak-Covid-19/Summary%20POJK%2002%20-%2003%20-%202021.pdf
"Penerapan Manajemen Risiko bagi Perusahaan Asuransi, Perusahaan Asuransi Syariah, Perusahaan Reasuransi, dan Perusahaan Reasuransi Syariah","https://www.ojk.go.id/id/regulasi/Pages/Penerapan-Manajemen-Risiko-bagi-Perusahaan-Asuransi,-Perusahaan-Asuransi-Syariah,-Perusahaan-Reasuransi.aspx",IKNB,Asuransi,Surat Edaran OJK,8/SEOJK.05/2021,5 Februari 2021,"Penerapan-Manajemen-Risiko-bagi-Perusahaan-Asuransi,-Perusahaan-Asuransi-Syariah,-Perusahaan-Reasuransi -- seojk 8-2021.pdf","https://www.ojk.go.id/id/regulasi/Documents/Pages/Penerapan-Manajemen-Risiko-bagi-Perusahaan-Asuransi,-Perusahaan-Asuransi-Syariah,-Perusahaan-Reasuransi/seojk%208-2021.pdf"
"Penerapan Manajemen Risiko bagi Perusahaan Asuransi, Perusahaan Asuransi Syariah, Perusahaan Reasuransi, dan Perusahaan Reasuransi Syariah","https://www.ojk.go.id/id/regulasi/Pages/Penerapan-Manajemen-Risiko-bagi-Perusahaan-Asuransi,-Perusahaan-Asuransi-Syariah,-Perusahaan-Reasuransi.aspx",IKNB,Asuransi,Surat Edaran OJK,8/SEOJK.05/2021,5 Februari 2021,"Penerapan-Manajemen-Risiko-bagi-Perusahaan-Asuransi,-Perusahaan-Asuransi-Syariah,-Perusahaan-Reasuransi -- summary seojk 8 - 5 - 2021.pdf","https://www.ojk.go.id/id/regulasi/Documents/Pages/Penerapan-Manajemen-Risiko-bagi-Perusahaan-Asuransi,-Perusahaan-Asuransi-Syariah,-Perusahaan-Reasuransi/summary%20seojk%208%20-%205%20-%202021.pdf"
Penerapan Manajemen Risiko bagi Perusahaan Pembiayaan dan Perusahaan Pembiayaan Syariah,https://www.ojk.go.id/id/regulasi/Pages/Penerapan-Manajemen-Risiko-bagi-Perusahaan-Pembiayaan-dan-Perusahaan-Pembiayaan-Syariah.aspx,IKNB,"IKNB Syariah,  Lembaga Pembiayaan",Surat Edaran OJK,7/SEOJK.05/2021,5 Februari 2021,Penerapan-Manajemen-Risiko-bagi-Perusahaan-Pembiayaan-dan-Perusahaan-Pembiayaan-Syariah -- seojk 7-2021.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Penerapan-Manajemen-Risiko-bagi-Perusahaan-Pembiayaan-dan-Perusahaan-Pembiayaan-Syariah/seojk%207-2021.pdf
Penerapan Manajemen Risiko bagi Perusahaan Pembiayaan dan Perusahaan Pembiayaan Syariah,https://www.ojk.go.id/id/regulasi/Pages/Penerapan-Manajemen-Risiko-bagi-Perusahaan-Pembiayaan-dan-Perusahaan-Pembiayaan-Syariah.aspx,IKNB,"IKNB Syariah,  Lembaga Pembiayaan",Surat Edaran OJK,7/SEOJK.05/2021,5 Februari 2021,Penerapan-Manajemen-Risiko-bagi-Perusahaan-Pembiayaan-dan-Perusahaan-Pembiayaan-Syariah -- summary seojk 07 - 05 -2021.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Penerapan-Manajemen-Risiko-bagi-Perusahaan-Pembiayaan-dan-Perusahaan-Pembiayaan-Syariah/summary%20seojk%2007%20-%2005%20-2021.pdf
Pedoman Penerapan Program Anti Pencucian Uang dan Pencegahan Pendanaan Terorisme bagi Penyelenggara Layanan Pinjam Meminjam,https://www.ojk.go.id/id/regulasi/Pages/Pedoman-Penerapan-Program-Anti-Pencucian-Uang-dan-Pencegahan-Pendanaan-Terorisme-bagi-Penyelenggara-Layanan-Pinjam-Meminjam.aspx,IKNB,Peraturan Lainnya,Surat Edaran OJK,6 /SEOJK.05/2021,29 Januari 2021,Pedoman-Penerapan-Program-Anti-Pencucian-Uang-dan-Pencegahan-Pendanaan-Terorisme-bagi-Penyelenggara-Layanan-Pinjam-Meminjam -- seojk 6-2021.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Pedoman-Penerapan-Program-Anti-Pencucian-Uang-dan-Pencegahan-Pendanaan-Terorisme-bagi-Penyelenggara-Layanan-Pinjam-Meminjam/seojk%206-2021.pdf
Pedoman Penerapan Program Anti Pencucian Uang dan Pencegahan Pendanaan Terorisme bagi Penyelenggara Layanan Pinjam Meminjam,https://www.ojk.go.id/id/regulasi/Pages/Pedoman-Penerapan-Program-Anti-Pencucian-Uang-dan-Pencegahan-Pendanaan-Terorisme-bagi-Penyelenggara-Layanan-Pinjam-Meminjam.aspx,IKNB,Peraturan Lainnya,Surat Edaran OJK,6 /SEOJK.05/2021,29 Januari 2021,Pedoman-Penerapan-Program-Anti-Pencucian-Uang-dan-Pencegahan-Pendanaan-Terorisme-bagi-Penyelenggara-Layanan-Pinjam-Meminjam -- summary seojk 06 - 05 - 2021.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Pedoman-Penerapan-Program-Anti-Pencucian-Uang-dan-Pencegahan-Pendanaan-Terorisme-bagi-Penyelenggara-Layanan-Pinjam-Meminjam/summary%20seojk%2006%20-%2005%20-%202021.pdf
Bentuk dan Susunan Laporan Berkala Dana Pensiun yang Menyelenggarakan Program Pensiun Berdasarkan Prinsip Syariah,https://www.ojk.go.id/id/regulasi/Pages/Bentuk-dan-Susunan-Laporan-Berkala-Dana-Pensiun-yang-Menyelenggarakan-Program-Pensiun-Berdasarkan-Prinsip-Syariah-.aspx,IKNB,"IKNB Syariah,  Dana Pensiun",Surat Edaran OJK,5/SEOJK.05/2021,21 Januari 2021,Bentuk-dan-Susunan-Laporan-Berkala-Dana-Pensiun-yang-Menyelenggarakan-Program-Pensiun-Berdasarkan-Prinsip-Syariah- -- seojk 5 - 05 - 2021.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Bentuk-dan-Susunan-Laporan-Berkala-Dana-Pensiun-yang-Menyelenggarakan-Program-Pensiun-Berdasarkan-Prinsip-Syariah-/seojk%205%20-%2005%20-%202021.pdf
Bentuk dan Susunan Laporan Berkala Dana Pensiun yang Menyelenggarakan Program Pensiun Berdasarkan Prinsip Syariah,https://www.ojk.go.id/id/regulasi/Pages/Bentuk-dan-Susunan-Laporan-Berkala-Dana-Pensiun-yang-Menyelenggarakan-Program-Pensiun-Berdasarkan-Prinsip-Syariah-.aspx,IKNB,"IKNB Syariah,  Dana Pensiun",Surat Edaran OJK,5/SEOJK.05/2021,21 Januari 2021,Bentuk-dan-Susunan-Laporan-Berkala-Dana-Pensiun-yang-Menyelenggarakan-Program-Pensiun-Berdasarkan-Prinsip-Syariah- -- SUMMARY SEOJK 04 DAN 05 - 05 - 2021.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Bentuk-dan-Susunan-Laporan-Berkala-Dana-Pensiun-yang-Menyelenggarakan-Program-Pensiun-Berdasarkan-Prinsip-Syariah-/SUMMARY%20SEOJK%2004%20DAN%2005%20-%2005%20-%202021.pdf
Bentuk dan Susunan Laporan Berkala Dana Pensiun,https://www.ojk.go.id/id/regulasi/Pages/Bentuk-dan-Susunan-Laporan-Berkala-Dana-Pensiun-.aspx,IKNB,Dana Pensiun,Surat Edaran OJK,4/SEOJK.05/2021,21 Januari 2021,Bentuk-dan-Susunan-Laporan-Berkala-Dana-Pensiun- -- seojk 04 - 05 - 2021.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Bentuk-dan-Susunan-Laporan-Berkala-Dana-Pensiun-/seojk%2004%20-%2005%20-%202021.pdf
Bentuk dan Susunan Laporan Berkala Dana Pensiun,https://www.ojk.go.id/id/regulasi/Pages/Bentuk-dan-Susunan-Laporan-Berkala-Dana-Pensiun-.aspx,IKNB,Dana Pensiun,Surat Edaran OJK,4/SEOJK.05/2021,21 Januari 2021,Bentuk-dan-Susunan-Laporan-Berkala-Dana-Pensiun- -- SUMMARY SEOJK 04 DAN 05 - 05 - 2021.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Bentuk-dan-Susunan-Laporan-Berkala-Dana-Pensiun-/SUMMARY%20SEOJK%2004%20DAN%2005%20-%2005%20-%202021.pdf
Kualitas Pendanaan Perusahaan Efek,https://www.ojk.go.id/id/regulasi/Pages/Kualitas-Pendanaan-Perusahaan-Efek.aspx,Pasar Modal,Perusahaan Efek,Peraturan OJK,1/POJK.04/2021,19 Januari 2021,Kualitas-Pendanaan-Perusahaan-Efek -- pojk 01 - 04 - 2021.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Kualitas-Pendanaan-Perusahaan-Efek/pojk%2001%20-%2004%20-%202021.pdf
Kualitas Pendanaan Perusahaan Efek,https://www.ojk.go.id/id/regulasi/Pages/Kualitas-Pendanaan-Perusahaan-Efek.aspx,Pasar Modal,Perusahaan Efek,Peraturan OJK,1/POJK.04/2021,19 Januari 2021,Kualitas-Pendanaan-Perusahaan-Efek -- summary pojk 01 - 04 - 2021.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Kualitas-Pendanaan-Perusahaan-Efek/summary%20pojk%2001%20-%2004%20-%202021.pdf
Pelaporan dan Permintaan Informasi Debitur Melalui Sistem Layanan Informasi Keuangan (SEOJK SLIK),https://www.ojk.go.id/id/regulasi/Pages/Pelaporan-dan-Permintaan-Informasi-Debitur-Melalui-Sistem-Layanan-Informasi-Keuangan--.aspx,Perbankan,Bank Umum,Surat Edaran OJK,3/SEOJK.03/2021,15 Januari 2021,Pelaporan-dan-Permintaan-Informasi-Debitur-Melalui-Sistem-Layanan-Informasi-Keuangan-- -- SEOJK SLIK 03-03-2021.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Pelaporan-dan-Permintaan-Informasi-Debitur-Melalui-Sistem-Layanan-Informasi-Keuangan--/SEOJK%20SLIK%2003-03-2021.pdf
Pelaporan dan Permintaan Informasi Debitur Melalui Sistem Layanan Informasi Keuangan (SEOJK SLIK),https://www.ojk.go.id/id/regulasi/Pages/Pelaporan-dan-Permintaan-Informasi-Debitur-Melalui-Sistem-Layanan-Informasi-Keuangan--.aspx,Perbankan,Bank Umum,Surat Edaran OJK,3/SEOJK.03/2021,15 Januari 2021,Pelaporan-dan-Permintaan-Informasi-Debitur-Melalui-Sistem-Layanan-Informasi-Keuangan-- -- RINGKASAN SEOJK SLIK 03-03-2021.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Pelaporan-dan-Permintaan-Informasi-Debitur-Melalui-Sistem-Layanan-Informasi-Keuangan--/RINGKASAN%20SEOJK%20SLIK%2003-03-2021.pdf
Rencana Bisnis Badan Penyelenggara Jaminan Sosial,https://www.ojk.go.id/id/regulasi/Pages/Rencana-Bisnis-Badan-Penyelenggara-Jaminan-Sosial.aspx,IKNB,Peraturan Lainnya,Surat Edaran OJK,2/SEOJK.05/2021,15 Januari 2021,Rencana-Bisnis-Badan-Penyelenggara-Jaminan-Sosial -- seojk 2- 05 - 2021.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Rencana-Bisnis-Badan-Penyelenggara-Jaminan-Sosial/seojk%202-%2005%20-%202021.pdf
Rencana Bisnis Badan Penyelenggara Jaminan Sosial,https://www.ojk.go.id/id/regulasi/Pages/Rencana-Bisnis-Badan-Penyelenggara-Jaminan-Sosial.aspx,IKNB,Peraturan Lainnya,Surat Edaran OJK,2/SEOJK.05/2021,15 Januari 2021,Rencana-Bisnis-Badan-Penyelenggara-Jaminan-Sosial -- summary seojk 02 - 05 - 2021.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Rencana-Bisnis-Badan-Penyelenggara-Jaminan-Sosial/summary%20seojk%2002%20-%2005%20-%202021.pdf
"Penilaian Tingkat Kesehatan Perusahaan Asuransi, Perusahaan Asuransi Syariah, Perusahaan Reasuransi, dan Perusahaan Reasuransi Syariah","https://www.ojk.go.id/id/regulasi/Pages/Penilaian-Tingkat-Kesehatan-Perusahaan-Asuransi,-Perusahaan-Asuransi-Syariah,-Perusahaan-Reasuransi.aspx",IKNB,Asuransi,Surat Edaran OJK,1 /SEOJK.05/2021,15 Januari 2021,"Penilaian-Tingkat-Kesehatan-Perusahaan-Asuransi,-Perusahaan-Asuransi-Syariah,-Perusahaan-Reasuransi -- seojk 1-2021.pdf","https://www.ojk.go.id/id/regulasi/Documents/Pages/Penilaian-Tingkat-Kesehatan-Perusahaan-Asuransi,-Perusahaan-Asuransi-Syariah,-Perusahaan-Reasuransi/seojk%201-2021.pdf"
"Penilaian Tingkat Kesehatan Perusahaan Asuransi, Perusahaan Asuransi Syariah, Perusahaan Reasuransi, dan Perusahaan Reasuransi Syariah","https://www.ojk.go.id/id/regulasi/Pages/Penilaian-Tingkat-Kesehatan-Perusahaan-Asuransi,-Perusahaan-Asuransi-Syariah,-Perusahaan-Reasuransi.aspx",IKNB,Asuransi,Surat Edaran OJK,1 /SEOJK.05/2021,15 Januari 2021,"Penilaian-Tingkat-Kesehatan-Perusahaan-Asuransi,-Perusahaan-Asuransi-Syariah,-Perusahaan-Reasuransi -- summary seojk 01 - 05 - 2021.pdf","https://www.ojk.go.id/id/regulasi/Documents/Pages/Penilaian-Tingkat-Kesehatan-Perusahaan-Asuransi,-Perusahaan-Asuransi-Syariah,-Perusahaan-Reasuransi/summary%20seojk%2001%20-%2005%20-%202021.pdf"
Pedoman Kontrak Investasi Kolektif Pemupukan Dana Tabungan Perumahan Rakyat,https://www.ojk.go.id/id/regulasi/Pages/Pedoman-Kontrak-Investasi-Kolektif-Pemupukan--Dana-Tabungan-Perumahan-Rakyat.aspx,Pasar Modal,Peraturan Lainnya,Peraturan OJK,66/POJK.04/2020,30 Desember 2020,Pedoman-Kontrak-Investasi-Kolektif-Pemupukan--Dana-Tabungan-Perumahan-Rakyat -- pojk 66-2020.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Pedoman-Kontrak-Investasi-Kolektif-Pemupukan--Dana-Tabungan-Perumahan-Rakyat/pojk%2066-2020.pdf
Pedoman Kontrak Investasi Kolektif Pemupukan Dana Tabungan Perumahan Rakyat,https://www.ojk.go.id/id/regulasi/Pages/Pedoman-Kontrak-Investasi-Kolektif-Pemupukan--Dana-Tabungan-Perumahan-Rakyat.aspx,Pasar Modal,Peraturan Lainnya,Peraturan OJK,66/POJK.04/2020,30 Desember 2020,Pedoman-Kontrak-Investasi-Kolektif-Pemupukan--Dana-Tabungan-Perumahan-Rakyat -- summary pojk 66 - 04 - 2020.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Pedoman-Kontrak-Investasi-Kolektif-Pemupukan--Dana-Tabungan-Perumahan-Rakyat/summary%20pojk%2066%20-%2004%20-%202020.pdf
Pengembalian Keuntungan Tidak Sah dan Dana Kompensasi Kerugian Investor di Bidang Pasar Modal,https://www.ojk.go.id/id/regulasi/Pages/Pengembalian-Keuntungan-Tidak-Sah-dan-Dana-Kompensasi-Kerugian-Investor-di-Bidang-Pasar-Modal.aspx,Pasar Modal,Peraturan Lainnya,Peraturan OJK,65/POJK.04/2020,30 Desember 2020,Pengembalian-Keuntungan-Tidak-Sah-dan-Dana-Kompensasi-Kerugian-Investor-di-Bidang-Pasar-Modal -- pojk 65-2020.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Pengembalian-Keuntungan-Tidak-Sah-dan-Dana-Kompensasi-Kerugian-Investor-di-Bidang-Pasar-Modal/pojk%2065-2020.pdf
